label,text,cleaned_text,tokens,final_text
Cervical spondylosis,"Back pain, a persistent cough, and numbness in my arms and legs have been bothering me. My neck hurts, and I've been feeling lightheaded and unsteady.",back pain a persistent cough and numbness in my arms and legs have been bothering me my neck hurts and ive been feeling lightheaded and unsteady,"['back', 'pain', 'persistent', 'cough', 'numbness', 'arm', 'leg', 'bothering', 'neck', 'hurt', 'ive', 'feeling', 'lightheaded', 'unsteady']",back pain persistent cough numbness arm leg bothering neck hurt ive feeling lightheaded unsteady
Chicken pox,I've lost my appetite and can't seem to eat anything. I'm worried about my health.,ive lost my appetite and cant seem to eat anything im worried about my health,"['ive', 'lost', 'appetite', 'cant', 'seem', 'eat', 'anything', 'im', 'worried', 'health']",ive lost appetite cant seem eat anything im worried health
Varicose Veins,"The skin around the veins on my legs is red, inflamed, and itchy. It is causing a lot of discomforts and I am starting to get regular cramps.",the skin around the veins on my legs is red inflamed and itchy it is causing a lot of discomforts and i am starting to get regular cramps,"['skin', 'around', 'vein', 'leg', 'red', 'inflamed', 'itchy', 'causing', 'lot', 'discomfort', 'starting', 'get', 'regular', 'cramp']",skin around vein leg red inflamed itchy causing lot discomfort starting get regular cramp
gastroesophageal reflux disease,"I have a tendency to burp and belch regularly. I often get chest discomfort that radiates to my arm, jaw, and neck. My chest feels tight and stressed.",i have a tendency to burp and belch regularly i often get chest discomfort that radiates to my arm jaw and neck my chest feels tight and stressed,"['tendency', 'burp', 'belch', 'regularly', 'often', 'get', 'chest', 'discomfort', 'radiates', 'arm', 'jaw', 'neck', 'chest', 'feel', 'tight', 'stressed']",tendency burp belch regularly often get chest discomfort radiates arm jaw neck chest feel tight stressed
Acne,"A skin rash with several pus-filled pimples and blackheads has been bothering me lately. Additionally, my skin has been scurring a lot.",a skin rash with several pusfilled pimples and blackheads has been bothering me lately additionally my skin has been scurring a lot,"['skin', 'rash', 'several', 'pusfilled', 'pimple', 'blackhead', 'bothering', 'lately', 'additionally', 'skin', 'scurring', 'lot']",skin rash several pusfilled pimple blackhead bothering lately additionally skin scurring lot
Pneumonia,"I'm having a lot of problems breathing. I'm not feeling good, and I'm sweating a lot. I have a lot of mucous in my throat and my chest hurts. My breathing is laboured, and the phlegm I'm coughing up has an odd tint.",im having a lot of problems breathing im not feeling good and im sweating a lot i have a lot of mucous in my throat and my chest hurts my breathing is laboured and the phlegm im coughing up has an odd tint,"['im', 'lot', 'problem', 'breathing', 'im', 'feeling', 'good', 'im', 'sweating', 'lot', 'lot', 'mucous', 'throat', 'chest', 'hurt', 'breathing', 'laboured', 'phlegm', 'im', 'coughing', 'odd', 'tint']",im lot problem breathing im feeling good im sweating lot lot mucous throat chest hurt breathing laboured phlegm im coughing odd tint
Migraine,"I've been suffering visual disruptions, seeing things as distorted, and eyesight problems.",ive been suffering visual disruptions seeing things as distorted and eyesight problems,"['ive', 'suffering', 'visual', 'disruption', 'seeing', 'thing', 'distorted', 'eyesight', 'problem']",ive suffering visual disruption seeing thing distorted eyesight problem
Chicken pox,I'm worried about these red spots on my skin. It's spreading rapidly and causing a lot of problems. I also developed a mild fever and headache every night.,im worried about these red spots on my skin its spreading rapidly and causing a lot of problems i also developed a mild fever and headache every night,"['im', 'worried', 'red', 'spot', 'skin', 'spreading', 'rapidly', 'causing', 'lot', 'problem', 'also', 'developed', 'mild', 'fever', 'headache', 'every', 'night']",im worried red spot skin spreading rapidly causing lot problem also developed mild fever headache every night
Dengue,"I'm experiencing extreme body pain, headache and vomiting. I've developed red spots that covers my entire body and causes severe itching.",im experiencing extreme body pain headache and vomiting ive developed red spots that covers my entire body and causes severe itching,"['im', 'experiencing', 'extreme', 'body', 'pain', 'headache', 'vomiting', 'ive', 'developed', 'red', 'spot', 'cover', 'entire', 'body', 'cause', 'severe', 'itching']",im experiencing extreme body pain headache vomiting ive developed red spot cover entire body cause severe itching
Impetigo,My nasal sores have crusted up and become difficult to touch. The wounds used to leak a yellow-rust coloured fluid. It is taking a lot longer to deal with using medication.,my nasal sores have crusted up and become difficult to touch the wounds used to leak a yellowrust coloured fluid it is taking a lot longer to deal with using medication,"['nasal', 'sore', 'crusted', 'become', 'difficult', 'touch', 'wound', 'used', 'leak', 'yellowrust', 'coloured', 'fluid', 'taking', 'lot', 'longer', 'deal', 'using', 'medication']",nasal sore crusted become difficult touch wound used leak yellowrust coloured fluid taking lot longer deal using medication
Dimorphic Hemorrhoids,Lately I've been experiencing constipation and pain during bowel movements. My anus is really sore and it's been bleeding when I go. It's really painful and I'm really uncomfortable.,lately ive been experiencing constipation and pain during bowel movements my anus is really sore and its been bleeding when i go its really painful and im really uncomfortable,"['lately', 'ive', 'experiencing', 'constipation', 'pain', 'bowel', 'movement', 'anus', 'really', 'sore', 'bleeding', 'go', 'really', 'painful', 'im', 'really', 'uncomfortable']",lately ive experiencing constipation pain bowel movement anus really sore bleeding go really painful im really uncomfortable
diabetes,I have persistent dry cough. My infections dont seem to be healing and I have palpitations. I also have this problem of sore throat that does seem to go away,i have persistent dry cough my infections dont seem to be healing and i have palpitations i also have this problem of sore throat that does seem to go away,"['persistent', 'dry', 'cough', 'infection', 'dont', 'seem', 'healing', 'palpitation', 'also', 'problem', 'sore', 'throat', 'seem', 'go', 'away']",persistent dry cough infection dont seem healing palpitation also problem sore throat seem go away
Acne,Lately I've been experiencing a skin rash with a lot of pus-filled pimples and blackheads. My skin has also been scurring a lot.,lately ive been experiencing a skin rash with a lot of pusfilled pimples and blackheads my skin has also been scurring a lot,"['lately', 'ive', 'experiencing', 'skin', 'rash', 'lot', 'pusfilled', 'pimple', 'blackhead', 'skin', 'also', 'scurring', 'lot']",lately ive experiencing skin rash lot pusfilled pimple blackhead skin also scurring lot
Typhoid,"I've been feeling exhausted and weak, and I can't seem to get rid of it. Because of the vomiting and nausea, I've entirely lost my appetite. My belly pains which are causing me concern.",ive been feeling exhausted and weak and i cant seem to get rid of it because of the vomiting and nausea ive entirely lost my appetite my belly pains which are causing me concern,"['ive', 'feeling', 'exhausted', 'weak', 'cant', 'seem', 'get', 'rid', 'vomiting', 'nausea', 'ive', 'entirely', 'lost', 'appetite', 'belly', 'pain', 'causing', 'concern']",ive feeling exhausted weak cant seem get rid vomiting nausea ive entirely lost appetite belly pain causing concern
Bronchial Asthma,"My persistent cough, breathing problems, and exhaustion have been making things difficult for me. I've been producing copious amounts of thick, mucoid sputum while also having a high fever. I'm currently feeling fairly ill because everything has been so tiring and exhausting.",my persistent cough breathing problems and exhaustion have been making things difficult for me ive been producing copious amounts of thick mucoid sputum while also having a high fever im currently feeling fairly ill because everything has been so tiring and exhausting,"['persistent', 'cough', 'breathing', 'problem', 'exhaustion', 'making', 'thing', 'difficult', 'ive', 'producing', 'copious', 'amount', 'thick', 'mucoid', 'sputum', 'also', 'high', 'fever', 'im', 'currently', 'feeling', 'fairly', 'ill', 'everything', 'tiring', 'exhausting']",persistent cough breathing problem exhaustion making thing difficult ive producing copious amount thick mucoid sputum also high fever im currently feeling fairly ill everything tiring exhausting
